"Date","Time (LST/LDT)","Wind Speed (m/s)","Wind Dir (deg)","Wind Gust (m/s)","Air Temp (°C)","Baro (mb)","Humidity (%)","Visibility (km)"
"2022/10/07","00:36","3.1","241","3.9","19.3","1018.4","-","-"
"2022/10/07","00:42","3.2","242","3.9","19.3","1018.4","-","-"
"2022/10/07","00:48","3.5","241","4.3","19.3","1018.4","-","-"
"2022/10/07","00:54","3.2","245","4.1","19.3","1018.4","-","-"
"2022/10/07","01:00","3.1","243","3.8","19.2","1018.4","-","-"
"2022/10/07","01:06","3.4","245","3.9","19.2","1018.4","-","-"
"2022/10/07","01:12","3.3","244","4.1","19.2","1018.4","-","-"
"2022/10/07","01:18","3.1","243","3.7","19.2","1018.4","-","-"
"2022/10/07","01:24","3.1","240","3.8","19.2","1018.4","-","-"
"2022/10/07","01:30","2.6","244","3.5","19.1","1018.4","-","-"
"2022/10/07","01:36","2.5","242","3.1","19.1","1018.4","-","-"
"2022/10/07","01:42","2.7","251","3.4","19","1018.4","-","-"
"2022/10/07","01:48","2.4","247","3","18.9","1018.4","-","-"
"2022/10/07","01:54","1.8","249","2.6","18.9","1018.4","-","-"
"2022/10/07","02:00","2.1","248","2.7","18.8","1018.4","-","-"
"2022/10/07","02:06","1.6","240","2.4","18.8","1018.4","-","-"
"2022/10/07","02:12","1.5","242","2.2","18.8","1018.5","-","-"
"2022/10/07","02:18","1.5","241","2.6","18.8","1018.5","-","-"
"2022/10/07","02:24","1.9","244","2.6","18.8","1018.5","-","-"
"2022/10/07","02:30","1.9","236","2.2","18.7","1018.5","-","-"
"2022/10/07","02:36","1.8","240","2.4","18.8","1018.5","-","-"
"2022/10/07","02:42","1.8","242","2.3","18.7","1018.5","-","-"
"2022/10/07","02:48","1.6","243","2.1","18.7","1018.5","-","-"
"2022/10/07","02:54","1.6","233","1.9","18.7","1018.5","-","-"
"2022/10/07","03:00","1.6","240","2","18.7","1018.4","-","-"
"2022/10/07","03:06","1.5","246","2.1","18.7","1018.4","-","-"
"2022/10/07","03:12","1.7","243","2","18.7","1018.3","-","-"
"2022/10/07","03:18","1.6","235","1.9","18.8","1018.3","-","-"
"2022/10/07","03:24","1.9","235","2.3","18.7","1018.2","-","-"
"2022/10/07","03:30","1.8","237","2.6","18.7","1018.2","-","-"
"2022/10/07","03:36","1.9","241","2.5","18.7","1018.2","-","-"
"2022/10/07","03:42","1.5","242","2.1","18.7","1018.2","-","-"
"2022/10/07","03:48","1.6","240","2","18.7","1018.1","-","-"
"2022/10/07","03:54","1.7","246","2.4","18.7","1018.1","-","-"
"2022/10/07","04:00","1.8","247","2.1","18.6","1018.2","-","-"
"2022/10/07","04:06","1.8","248","2.3","18.6","1018.2","-","-"
"2022/10/07","04:12","1.8","255","2.6","18.5","1018.2","-","-"
"2022/10/07","04:18","1.6","254","2.4","18.5","1018.2","-","-"
"2022/10/07","04:24","1.6","243","2.1","18.5","1018.2","-","-"
"2022/10/07","04:30","1.5","253","2.6","18.4","1018.2","-","-"
"2022/10/07","04:36","2.1","252","2.5","18.3","1018.3","-","-"
"2022/10/07","04:42","2.1","254","2.8","18.3","1018.3","-","-"
"2022/10/07","04:48","1.7","258","2.4","18.3","1018.3","-","-"
"2022/10/07","04:54","2","256","3.1","18.3","1018.3","-","-"
"2022/10/07","05:00","2.7","256","3.5","18.3","1018.4","-","-"
"2022/10/07","05:06","2.7","261","3.5","18.3","1018.4","-","-"
"2022/10/07","05:12","2.9","260","4","18.4","1018.4","-","-"
"2022/10/07","05:18","3.4","258","4.1","18.4","1018.5","-","-"
"2022/10/07","05:24","3.1","259","4.2","18.4","1018.6","-","-"
"2022/10/07","05:30","2.7","260","4.1","18.4","1018.6","-","-"
"2022/10/07","05:36","2.7","260","3.6","18.4","1018.7","-","-"
"2022/10/07","05:42","2.7","261","3.5","18.4","1018.7","-","-"
"2022/10/07","05:48","2.4","259","3.4","18.4","1018.7","-","-"
"2022/10/07","05:54","2.8","264","3.6","18.4","1018.8","-","-"
"2022/10/07","06:00","2.5","265","3.6","18.3","1018.8","-","-"
"2022/10/07","06:06","2.7","263","4.1","18.4","1018.9","-","-"
"2022/10/07","06:12","3.1","263","3.9","18.4","1018.9","-","-"
"2022/10/07","06:18","3.1","264","4","18.3","1019","-","-"
"2022/10/07","06:24","3","268","4.4","18.2","1019.1","-","-"
"2022/10/07","06:30","3","265","4.5","18.2","1019.1","-","-"
"2022/10/07","06:36","3","265","4.1","18.1","1019.3","-","-"
"2022/10/07","06:42","3.2","264","4.6","18.1","1019.3","-","-"
"2022/10/07","06:48","2.2","264","3.4","18","1019.4","-","-"
"2022/10/07","06:54","2.7","267","3.8","18","1019.4","-","-"
"2022/10/07","07:00","2.6","270","3.8","18","1019.4","-","-"
"2022/10/07","07:06","2.7","270","3.7","17.9","1019.4","-","-"
"2022/10/07","07:12","2.4","271","3.4","17.9","1019.4","-","-"
"2022/10/07","07:18","2.4","267","3.2","17.9","1019.5","-","-"
"2022/10/07","07:24","2.4","273","3.6","17.9","1019.6","-","-"
"2022/10/07","07:30","2.3","268","3.5","18","1019.6","-","-"
"2022/10/07","07:36","2.6","269","3.6","18","1019.6","-","-"
"2022/10/07","07:42","2.6","270","3.9","18.1","1019.6","-","-"
"2022/10/07","07:48","2.7","268","4.9","18.2","1019.7","-","-"
"2022/10/07","07:54","2.6","274","3.7","18.3","1019.7","-","-"
"2022/10/07","08:00","2.7","277","3.8","18.4","1019.8","-","-"
"2022/10/07","08:06","2.8","274","3.8","18.6","1019.8","-","-"
"2022/10/07","08:12","2.5","275","4","18.8","1019.8","-","-"
"2022/10/07","08:18","1.8","285","2.7","19.1","1019.8","-","-"
"2022/10/07","08:24","2.5","278","3.5","19.2","1019.9","-","-"
"2022/10/07","08:30","2.7","276","4","19.5","1020","-","-"
"2022/10/07","08:36","3","281","5","19.5","1020","-","-"
"2022/10/07","08:42","3.5","280","4.7","19.8","1020.1","-","-"
"2022/10/07","08:48","3.4","287","4.5","20.1","1020.1","-","-"
"2022/10/07","08:54","3","283","4.5","20.2","1020.1","-","-"
"2022/10/07","09:00","2.3","286","4.5","20.5","1020.1","-","-"
"2022/10/07","09:06","2.6","273","3.6","20.7","1020.2","-","-"
"2022/10/07","09:12","3.3","277","4","20.7","1020.2","-","-"
"2022/10/07","09:18","3.2","278","4.5","20.9","1020.2","-","-"
"2022/10/07","09:24","2.8","280","4.8","21.3","1020.2","-","-"
"2022/10/07","09:30","4","280","5.2","21.3","1020.2","-","-"
"2022/10/07","09:36","4.6","286","5.8","21.4","1020.1","-","-"
"2022/10/07","09:42","3.3","285","5.6","21.7","1020.2","-","-"
"2022/10/07","09:48","2.7","283","4","21.9","1020.2","-","-"
"2022/10/07","09:54","3.6","296","4.7","22.1","1020.2","-","-"
"2022/10/07","10:00","3.4","291","4.8","22.1","1020.2","-","-"
"2022/10/07","10:06","2.5","288","4","22.4","1020.3","-","-"
"2022/10/07","10:12","2.8","281","4.2","22.4","1020.2","-","-"
"2022/10/07","10:18","2.9","283","4","22.6","1020.1","-","-"
"2022/10/07","10:24","3.2","297","4.4","22.8","1020.1","-","-"
"2022/10/07","10:30","3.1","292","4.4","23","1020.1","-","-"
"2022/10/07","10:36","3.4","285","4.2","23.1","1020.2","-","-"
"2022/10/07","10:42","2.4","291","3.9","23.4","1020.2","-","-"
"2022/10/07","10:48","2.3","296","4","23.6","1020.2","-","-"
"2022/10/07","10:54","1.4","308","2.6","23.9","1020.1","-","-"
"2022/10/07","11:00","2.7","229","3.2","23.8","1020.2","-","-"
"2022/10/07","11:06","3","250","5","24","1020.1","-","-"
"2022/10/07","11:12","1.9","252","3.9","24.4","1020.2","-","-"
"2022/10/07","11:18","2.2","249","4.2","24.3","1020.2","-","-"
"2022/10/07","11:24","2","232","2.9","24.5","1020.2","-","-"
"2022/10/07","11:30","1.7","234","3.5","24.6","1020.1","-","-"
"2022/10/07","11:36","2.8","157","3","24.1","1020.1","-","-"
"2022/10/07","11:42","2.9","144","3.3","23.8","1020.1","-","-"
"2022/10/07","11:48","3.3","124","4.1","23.8","1020.1","-","-"
"2022/10/07","11:54","3.8","134","4.2","23.5","1020","-","-"
"2022/10/07","12:00","4.2","156","4.3","22.8","1020","-","-"
"2022/10/07","12:06","3.9","153","4.2","22.8","1020","-","-"
"2022/10/07","12:12","4.3","157","4.5","22.8","1020","-","-"
"2022/10/07","12:18","3.9","157","4.4","22.8","1019.9","-","-"
"2022/10/07","12:24","4.2","161","4.7","22.9","1019.8","-","-"
"2022/10/07","12:30","3.7","149","4.8","22.8","1019.8","-","-"
"2022/10/07","12:36","4","151","4.3","22.7","1019.8","-","-"
"2022/10/07","12:42","3.7","143","4.5","22.9","1019.7","-","-"
"2022/10/07","12:48","3.6","146","4.2","22.8","1019.6","-","-"
"2022/10/07","12:54","4.9","164","5.5","23","1019.5","-","-"
"2022/10/07","13:00","5.1","163","5.6","23.1","1019.4","-","-"
"2022/10/07","13:06","5.7","160","5.9","22.7","1019.2","-","-"
"2022/10/07","13:12","5.9","164","6.3","22.8","1019.1","-","-"
"2022/10/07","13:18","5.8","164","6.2","22.9","1019.1","-","-"
"2022/10/07","13:24","5.3","161","6.2","22.9","1019","-","-"
"2022/10/07","13:30","5.8","169","6.1","22.9","1018.9","-","-"
"2022/10/07","13:36","5.4","166","5.8","23","1018.8","-","-"
"2022/10/07","13:42","6.2","171","6.6","23","1018.7","-","-"
"2022/10/07","13:48","5.7","167","6.4","23.2","1018.6","-","-"
"2022/10/07","13:54","5.4","169","6.2","23.3","1018.5","-","-"
"2022/10/07","14:00","5.8","169","6.2","23.4","1018.4","-","-"
"2022/10/07","14:06","5.4","166","6.2","23.3","1018.4","-","-"
"2022/10/07","14:12","5.9","166","6.9","23.4","1018.3","-","-"
"2022/10/07","14:18","6","165","6.5","23.5","1018.2","-","-"
"2022/10/07","14:24","5.5","162","6.7","23.3","1018.1","-","-"
"2022/10/07","14:30","6.4","165","7","23.6","1018","-","-"
"2022/10/07","14:36","6.7","162","7.3","23.5","1017.9","-","-"
"2022/10/07","14:42","6.6","166","7.1","23.5","1017.9","-","-"
"2022/10/07","14:48","6.1","165","6.8","23.6","1017.8","-","-"
"2022/10/07","14:54","6.2","168","7","23.7","1017.8","-","-"
"2022/10/07","15:00","6.4","173","7","23.7","1017.7","-","-"
"2022/10/07","15:06","6.3","170","7","23.9","1017.6","-","-"
"2022/10/07","15:12","6.3","171","7.1","24","1017.5","-","-"
"2022/10/07","15:18","6.5","160","7.5","23.8","1017.5","-","-"
"2022/10/07","15:24","6.9","173","7.6","24.1","1017.5","-","-"
"2022/10/07","15:30","7.8","177","8.5","24.2","1017.5","-","-"
"2022/10/07","15:36","7.5","175","8.2","24.3","1017.5","-","-"
"2022/10/07","15:42","7.3","175","8.6","24.3","1017.5","-","-"
"2022/10/07","15:48","8.1","177","8.9","24.4","1017.4","-","-"
"2022/10/07","15:54","8.1","174","8.8","24.3","1017.3","-","-"
"2022/10/07","16:00","7.2","176","8.2","24.2","1017.3","-","-"
"2022/10/07","16:06","7.8","180","8.6","24.3","1017.3","-","-"
"2022/10/07","16:12","8.2","181","9.2","24.3","1017.3","-","-"
"2022/10/07","16:18","8.3","181","9.1","24.2","1017.2","-","-"
"2022/10/07","16:24","7.7","183","9","24.1","1017.2","-","-"
"2022/10/07","16:30","7.5","183","8.4","24.1","1017.1","-","-"
"2022/10/07","16:36","7.6","186","8.2","24.1","1017","-","-"
"2022/10/07","16:42","7.6","186","8.1","24.2","1017","-","-"
"2022/10/07","16:48","7.6","186","8.4","24.1","1017","-","-"
"2022/10/07","16:54","7.9","186","8.5","24.1","1017","-","-"
"2022/10/07","17:00","7.7","187","8.7","24","1017","-","-"
"2022/10/07","17:06","7.6","186","8.2","24","1017.1","-","-"
"2022/10/07","17:12","7.6","188","8.6","24","1017","-","-"
"2022/10/07","17:18","7.4","188","8.2","23.9","1017","-","-"
"2022/10/07","17:24","7.4","186","8.3","23.9","1017","-","-"
"2022/10/07","17:30","7.2","183","8.1","23.9","1016.9","-","-"
"2022/10/07","17:36","7.6","183","8.2","24","1016.9","-","-"
"2022/10/07","17:42","7.4","180","8.2","23.9","1016.9","-","-"
"2022/10/07","17:48","6.9","183","7.9","23.8","1017","-","-"
"2022/10/07","17:54","7.3","182","7.8","23.8","1016.9","-","-"
"2022/10/07","18:00","7","184","7.9","23.8","1017","-","-"
"2022/10/07","18:06","7.6","190","8.6","23.8","1017.1","-","-"
"2022/10/07","18:12","7.4","194","8.3","23.7","1017.1","-","-"
"2022/10/07","18:18","7.4","192","7.9","23.7","1017.2","-","-"
"2022/10/07","18:24","7","191","8","23.6","1017.3","-","-"
"2022/10/07","18:30","6.9","188","7.7","23.4","1017.3","-","-"
"2022/10/07","18:36","6.8","191","8","23.3","1017.4","-","-"
"2022/10/07","18:42","7.2","191","8","23.2","1017.5","-","-"
"2022/10/07","18:48","6.3","195","7.4","23.1","1017.5","-","-"
"2022/10/07","18:54","6.2","201","6.8","23.2","1017.6","-","-"
"2022/10/07","19:00","5.7","199","6.4","23.2","1017.5","-","-"
"2022/10/07","19:06","5.2","200","6.1","23","1017.5","-","-"
"2022/10/07","19:12","4.7","202","6.1","23.1","1017.6","-","-"
"2022/10/07","19:18","5.1","206","5.5","22.8","1017.6","-","-"
"2022/10/07","19:24","5.5","205","6.1","22.8","1017.6","-","-"
"2022/10/07","19:30","5.5","206","6.2","22.8","1017.7","-","-"
"2022/10/07","19:36","5","208","6","22.7","1017.8","-","-"
"2022/10/07","19:42","4.7","213","6","22.6","1017.8","-","-"
"2022/10/07","19:48","5","217","5.7","22.6","1017.9","-","-"
"2022/10/07","19:54","4.8","214","6.2","22.5","1018","-","-"
"2022/10/07","20:00","4.6","214","5.6","22.5","1018.1","-","-"
"2022/10/07","20:06","4.3","214","5.3","22.4","1018.1","-","-"
"2022/10/07","20:12","4.3","214","4.8","22.4","1018.2","-","-"
"2022/10/07","20:18","3.9","210","4.8","22.3","1018.2","-","-"
"2022/10/07","20:24","4.1","213","4.7","22.1","1018.3","-","-"
"2022/10/07","20:30","4.4","214","4.9","22.1","1018.3","-","-"
"2022/10/07","20:36","4.9","217","5.3","22.2","1018.4","-","-"
"2022/10/07","20:42","4.7","214","5.2","22.2","1018.4","-","-"
"2022/10/07","20:48","4.5","216","4.9","22.1","1018.5","-","-"
"2022/10/07","20:54","4.6","215","5.2","22.1","1018.5","-","-"
"2022/10/07","21:00","4.9","215","5.4","22.1","1018.6","-","-"
"2022/10/07","21:06","4.3","213","5.1","22.1","1018.7","-","-"
"2022/10/07","21:12","4.7","215","5.1","22","1018.8","-","-"
"2022/10/07","21:18","4.6","218","5.2","22.1","1018.8","-","-"
"2022/10/07","21:24","4.2","219","5.1","22.1","1018.9","-","-"
"2022/10/07","21:30","4.2","218","5.1","22","1018.9","-","-"
"2022/10/07","21:36","4.5","218","5","22","1019","-","-"
"2022/10/07","21:42","4.3","218","5.1","22","1019","-","-"
"2022/10/07","21:48","3.9","218","5.3","22","1019","-","-"
"2022/10/07","21:54","3.9","220","4.9","22.1","1019.1","-","-"
"2022/10/07","22:00","4.4","220","5.3","22.2","1019.1","-","-"
"2022/10/07","22:06","4","222","4.8","22.1","1019.2","-","-"
"2022/10/07","22:12","4","221","4.5","22","1019.2","-","-"
"2022/10/07","22:18","3.6","221","4.1","21.9","1019.2","-","-"
"2022/10/07","22:24","3.2","222","3.9","21.8","1019.2","-","-"
"2022/10/07","22:30","3.2","217","3.8","21.8","1019.3","-","-"
"2022/10/07","22:36","3.4","214","4.1","21.6","1019.3","-","-"
"2022/10/07","22:42","3.4","215","3.9","21.6","1019.3","-","-"
"2022/10/07","22:48","3.9","213","4.5","21.6","1019.3","-","-"
"2022/10/07","22:54","3.4","215","4.3","21.7","1019.3","-","-"
"2022/10/07","23:00","3.4","215","4","21.8","1019.3","-","-"
"2022/10/07","23:06","3.7","215","4.8","21.8","1019.3","-","-"
"2022/10/07","23:12","3.6","215","4.8","21.8","1019.2","-","-"
"2022/10/07","23:18","3.6","215","4.1","21.8","1019.2","-","-"
"2022/10/07","23:24","3.9","219","4.5","21.8","1019.3","-","-"
"2022/10/07","23:30","3.6","214","4.5","21.7","1019.2","-","-"
"2022/10/07","23:36","3.5","214","4.6","21.6","1019.2","-","-"
"2022/10/07","23:42","3.8","210","4.1","21.5","1019.2","-","-"
"2022/10/07","23:48","3.9","212","4.3","21.5","1019.1","-","-"
"2022/10/07","23:54","3.5","215","4.2","21.5","1019.1","-","-"
"2022/10/08","00:00","3.1","217","3.9","21.5","1019","-","-"
"2022/10/08","00:06","3.3","214","3.8","21.4","1019","-","-"
"2022/10/08","00:12","3.6","209","4","21.4","1019","-","-"
"2022/10/08","00:18","3.3","211","4","21.4","1019","-","-"
"2022/10/08","00:24","3.5","216","4","21.3","1019","-","-"
"2022/10/08","00:30","3.2","219","3.8","21.4","1019","-","-"
"2022/10/08","00:36","3.1","224","3.7","21.3","1019","-","-"
"2022/10/08","00:42","2.6","220","3.4","21.2","1018.9","-","-"
"2022/10/08","00:48","2.5","210","3.1","21.2","1018.9","-","-"
"2022/10/08","00:54","2.3","213","2.7","21.1","1018.9","-","-"
"2022/10/08","01:00","2.8","209","3.1","21","1018.9","-","-"
"2022/10/08","01:06","2.7","209","3.1","21","1018.9","-","-"
"2022/10/08","01:12","2.5","214","3.1","21.1","1018.9","-","-"
"2022/10/08","01:18","3.1","229","3.6","21","1018.9","-","-"
"2022/10/08","01:24","2.8","235","3.9","20.9","1018.8","-","-"
"2022/10/08","01:30","3.2","234","3.7","20.9","1018.8","-","-"
"2022/10/08","01:36","3","231","4.2","20.9","1018.8","-","-"
"2022/10/08","01:42","3","230","4.1","20.9","1018.8","-","-"
"2022/10/08","01:48","3.4","233","4","20.9","1018.8","-","-"
"2022/10/08","01:54","3.2","230","3.9","20.9","1018.8","-","-"
"2022/10/08","02:00","3.2","230","4","20.8","1018.7","-","-"
"2022/10/08","02:06","3.5","224","4.5","20.8","1018.7","-","-"
"2022/10/08","02:12","3.4","224","4.3","20.8","1018.7","-","-"
"2022/10/08","02:18","3.6","228","4.1","20.7","1018.8","-","-"
"2022/10/08","02:24","3.4","225","4.2","20.8","1018.8","-","-"
"2022/10/08","02:30","3.1","216","3.7","20.9","1018.9","-","-"
"2022/10/08","02:36","3.3","213","3.7","20.7","1018.9","-","-"
"2022/10/08","02:42","3","219","3.5","20.7","1018.9","-","-"
"2022/10/08","02:48","2.9","227","3.4","20.6","1018.9","-","-"
"2022/10/08","02:54","3.3","233","3.8","20.5","1019","-","-"
"2022/10/08","03:00","3.5","229","3.9","20.5","1018.9","-","-"
"2022/10/08","03:06","3.3","229","4.1","20.6","1018.8","-","-"
"2022/10/08","03:12","3.5","230","4.2","20.6","1018.8","-","-"
"2022/10/08","03:18","3.6","234","4.2","20.7","1018.8","-","-"
"2022/10/08","03:24","3.2","235","4.1","20.6","1018.8","-","-"
"2022/10/08","03:30","3.3","235","3.9","20.6","1018.8","-","-"
"2022/10/08","03:36","3.3","234","4.1","20.6","1018.8","-","-"
"2022/10/08","03:42","3.2","234","4","20.6","1018.8","-","-"
"2022/10/08","03:48","3.2","233","3.9","20.6","1018.9","-","-"
"2022/10/08","03:54","3.3","227","3.8","20.6","1018.8","-","-"
"2022/10/08","04:00","3.4","228","4.1","20.5","1018.8","-","-"
"2022/10/08","04:06","3.3","233","3.8","20.4","1018.9","-","-"
"2022/10/08","04:12","2.7","234","3.4","20.4","1018.9","-","-"
"2022/10/08","04:18","2.5","237","3.1","20.2","1018.9","-","-"
"2022/10/08","04:24","2.2","238","2.8","20.2","1018.8","-","-"
"2022/10/08","04:30","2.4","239","2.9","20.1","1018.8","-","-"
"2022/10/08","04:36","2.2","235","2.8","20.1","1018.8","-","-"
"2022/10/08","04:42","2.4","230","2.9","20.1","1018.8","-","-"
"2022/10/08","04:48","2.2","225","2.6","20","1018.8","-","-"
"2022/10/08","04:54","2.6","235","3.1","19.9","1018.8","-","-"
"2022/10/08","05:00","2.6","241","3","19.8","1018.8","-","-"
"2022/10/08","05:06","2.3","242","3.2","19.8","1018.8","-","-"
"2022/10/08","05:12","2.2","238","2.8","19.7","1018.8","-","-"
"2022/10/08","05:18","2.5","237","2.8","19.7","1018.8","-","-"
"2022/10/08","05:24","2.6","240","3.5","19.8","1018.9","-","-"
"2022/10/08","05:30","2.6","242","3.3","19.9","1019","-","-"
"2022/10/08","05:36","3.1","247","4.1","20","1019","-","-"
"2022/10/08","05:42","2.8","252","3.9","20","1019.1","-","-"
"2022/10/08","05:48","2.7","252","4","20","1019.1","-","-"
"2022/10/08","05:54","3.3","246","4.2","20","1019.1","-","-"
"2022/10/08","06:00","2.6","250","4","20","1019.2","-","-"
"2022/10/08","06:06","2.9","250","3.9","19.9","1019.3","-","-"
"2022/10/08","06:12","2.8","259","4.4","19.9","1019.4","-","-"
"2022/10/08","06:18","2.8","265","4.5","19.8","1019.5","-","-"
"2022/10/08","06:24","4.4","287","5.6","19.8","1019.6","-","-"
"2022/10/08","06:30","4.3","281","6.5","19.7","1019.6","-","-"
"2022/10/08","06:36","3.8","281","5.9","19.5","1019.5","-","-"
"2022/10/08","06:42","3.5","287","6.5","19.5","1019.5","-","-"
"2022/10/08","06:48","3.8","287","6","19.4","1019.5","-","-"
"2022/10/08","06:54","3.8","280","5.5","19.3","1019.5","-","-"
"2022/10/08","07:00","3.6","284","5.1","19.2","1019.5","-","-"
"2022/10/08","07:06","3.7","288","5.3","19.1","1019.6","-","-"
"2022/10/08","07:12","4.2","285","5.4","19","1019.7","-","-"
"2022/10/08","07:18","3.1","290","5.4","18.9","1019.7","-","-"
"2022/10/08","07:24","2.9","291","4.1","18.9","1019.8","-","-"
"2022/10/08","07:30","3","304","4.6","18.8","1019.8","-","-"
"2022/10/08","07:36","3.1","309","4.2","18.7","1019.7","-","-"
"2022/10/08","07:42","2.8","309","3.9","18.7","1019.9","-","-"
"2022/10/08","07:48","3.2","312","4.6","18.6","1020.1","-","-"
"2022/10/08","07:54","2.2","319","4.4","18.5","1020.1","-","-"
"2022/10/08","08:00","2.9","319","4","18.4","1020.1","-","-"
"2022/10/08","08:06","3.5","325","4.4","18.5","1020.2","-","-"
"2022/10/08","08:12","4.5","325","5.6","18.4","1020.3","-","-"
"2022/10/08","08:18","4.9","322","6.2","18.5","1020.4","-","-"
"2022/10/08","08:24","5.2","335","6.9","18.4","1020.5","-","-"
"2022/10/08","08:30","5.1","339","7.2","18.3","1020.6","-","-"
"2022/10/08","08:36","5.1","347","7.2","18.2","1020.7","-","-"
"2022/10/08","08:42","5.5","345","7.3","18","1020.7","-","-"
"2022/10/08","08:48","5.2","360","8.3","17.9","1020.7","-","-"
"2022/10/08","08:54","5.9","6","6.8","17.8","1020.7","-","-"
"2022/10/08","09:00","5.8","358","7.2","17.7","1020.8","-","-"
"2022/10/08","09:06","5.8","6","8.4","17.6","1020.9","-","-"
"2022/10/08","09:12","5.7","1","8.2","17.5","1020.9","-","-"
"2022/10/08","09:18","7.5","0","8.6","17.3","1021","-","-"
"2022/10/08","09:24","6.9","3","8.3","17.3","1021","-","-"
"2022/10/08","09:30","5.5","5","7.7","17.5","1021","-","-"
"2022/10/08","09:36","5.1","6","8","17.6","1021","-","-"
"2022/10/08","09:42","6.4","7","7.8","17.3","1021.1","-","-"
"2022/10/08","09:48","6.5","9","8.1","17.4","1021.1","-","-"
"2022/10/08","09:54","6.4","21","7.7","17.5","1021.1","-","-"
"2022/10/08","10:00","6","18","7.1","17.6","1021.2","-","-"
"2022/10/08","10:06","6","13","7","17.6","1021.3","-","-"
"2022/10/08","10:12","4.9","5","6.5","17.9","1021.2","-","-"
"2022/10/08","10:18","6.1","3","7.5","17.8","1021.2","-","-"
"2022/10/08","10:24","5.2","10","6.9","18.1","1021.2","-","-"
"2022/10/08","10:30","5.8","2","7","18","1021.2","-","-"
"2022/10/08","10:36","6.4","5","8","18","1021.2","-","-"
"2022/10/08","10:42","5.2","8","6.7","18.3","1021.2","-","-"
"2022/10/08","10:48","5.8","4","6.6","18.3","1021.3","-","-"
"2022/10/08","10:54","5.6","6","6.7","18.4","1021.3","-","-"
"2022/10/08","11:00","5.7","7","7.2","18.5","1021.3","-","-"
"2022/10/08","11:06","5.2","9","6.6","18.6","1021.4","-","-"
"2022/10/08","11:12","5.2","26","6.5","18.6","1021.4","-","-"
"2022/10/08","11:18","5.7","14","6.8","18.8","1021.4","-","-"
"2022/10/08","11:24","4.9","22","5.9","18.8","1021.4","-","-"
"2022/10/08","11:30","5.3","32","6.8","19","1021.4","-","-"
"2022/10/08","11:36","5.6","20","7.3","19.2","1021.3","-","-"
"2022/10/08","11:42","4.9","20","7","19.1","1021.4","-","-"
"2022/10/08","11:48","4.9","12","6.6","19.2","1021.3","-","-"
"2022/10/08","11:54","5.2","21","6.1","19.4","1021.3","-","-"
"2022/10/08","12:00","5.8","37","6.8","19.5","1021.3","-","-"
"2022/10/08","12:06","5.6","39","6.6","19.7","1021.3","-","-"
"2022/10/08","12:12","5.4","45","6.9","19.6","1021.2","-","-"
"2022/10/08","12:18","5.5","39","6.7","19.7","1021.2","-","-"
"2022/10/08","12:24","5.9","28","6.8","19.7","1021.2","-","-"
"2022/10/08","12:30","5.9","39","6.7","19.6","1021.2","-","-"
"2022/10/08","12:36","5.3","42","6.8","19.7","1021.1","-","-"
"2022/10/08","12:42","6.8","23","8.7","19.7","1021.1","-","-"
"2022/10/08","12:48","6.2","41","7.1","19.6","1021","-","-"
"2022/10/08","12:54","6.8","34","8.2","19.6","1021","-","-"
"2022/10/08","13:00","6.6","37","7.9","19.6","1021","-","-"
"2022/10/08","13:06","6.2","46","7.8","19.6","1021.1","-","-"
"2022/10/08","13:12","6.6","44","7.9","19.4","1021","-","-"
"2022/10/08","13:18","6.6","54","7.9","19.4","1020.9","-","-"
"2022/10/08","13:24","6.6","45","8","19.4","1020.8","-","-"
"2022/10/08","13:30","5.9","50","7.9","19.4","1020.7","-","-"
"2022/10/08","13:36","5.8","51","7.2","19.6","1020.7","-","-"
"2022/10/08","13:42","6.1","55","7.3","19.4","1020.6","-","-"
"2022/10/08","13:48","5.7","55","7","19.6","1020.5","-","-"
"2022/10/08","13:54","5.7","55","7.1","19.5","1020.5","-","-"
"2022/10/08","14:00","5.9","53","6.6","19.6","1020.6","-","-"
"2022/10/08","14:06","5.7","58","6.3","19.6","1020.5","-","-"
"2022/10/08","14:12","6","70","6.8","19.6","1020.4","-","-"
"2022/10/08","14:18","6.1","63","6.8","19.6","1020.4","-","-"
"2022/10/08","14:24","5.7","65","6.6","19.7","1020.3","-","-"
"2022/10/08","14:30","6","63","7.1","19.7","1020.3","-","-"
"2022/10/08","14:36","5.8","67","6.8","19.7","1020.2","-","-"
"2022/10/08","14:42","5.8","72","6.9","19.7","1020.2","-","-"
"2022/10/08","14:48","6.1","68","6.9","19.9","1020.2","-","-"
"2022/10/08","14:54","6.3","69","7.2","19.8","1020.2","-","-"
"2022/10/08","15:00","5.9","70","6.7","19.9","1020.1","-","-"
"2022/10/08","15:06","6.4","72","7.2","19.9","1020.1","-","-"
"2022/10/08","15:12","6","65","6.7","20","1020.1","-","-"
"2022/10/08","15:18","6.1","69","6.5","20","1020.1","-","-"
"2022/10/08","15:24","5.9","78","6.9","20","1020.2","-","-"
"2022/10/08","15:30","5.7","74","6.9","20.1","1020.2","-","-"
"2022/10/08","15:36","5.1","64","6.4","20.2","1020.3","-","-"
"2022/10/08","15:42","5.2","65","6.5","20.2","1020.3","-","-"
"2022/10/08","15:48","5.1","71","6.2","20.2","1020.3","-","-"
"2022/10/08","15:54","5.6","73","5.9","20.2","1020.3","-","-"
"2022/10/08","16:00","5.2","75","6.3","20.2","1020.2","-","-"
